,Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,ScreenSize
228,Asus,Notebook,8,2.69,10.76790545,0,0,127.3356746,Intel Core i5,500,256,Nvidia,Windows,342.5329646
229,HP,Notebook,8,1.9,11.12154549,0,0,141.2119981,Intel Core i7,1000,0,AMD,Windows,268.3027964
230,Asus,Notebook,4,2.37,9.96449738,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,238.0775676
231,HP,Notebook,4,2.1,9.774653681,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,210.9548067
232,Lenovo,Gaming,16,3.2,11.28811452,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,451.8783939
233,Dell,Notebook,8,1.6,10.73132995,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,251.7608194
234,Acer,2 in 1 Convertible,8,1.6,10.5108023,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,265.0113889
235,Dell,Notebook,16,2.36,10.77684406,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,333.2603155
236,Acer,Notebook,4,2.1,9.941707765,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others,210.9548067
237,Asus,Notebook,4,2.2,10.32993107,0,0,141.2119981,AMD Processor,1000,128,AMD,Windows,310.6663958
238,Asus,Gaming,32,4.7,12.24172546,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,598.4776705
239,Acer,Gaming,8,2.5,10.71608039,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows,353.0299952
240,Lenovo,Notebook,8,2.2,10.35398721,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,221.0002737
241,Asus,Notebook,8,2.1,11.01872094,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,267.4049166
242,Asus,Notebook,8,2.69,10.76565826,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Others,342.5329646
243,Dell,Gaming,8,2.56,10.75434592,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,361.5027151
244,Lenovo,2 in 1 Convertible,8,1.38,10.95935099,1,1,158.4825302,Intel Core i7,0,256,Intel,Windows,218.7058917
245,Dell,Notebook,8,2.2,10.86820267,0,0,141.2119981,Intel Core i7,2000,128,AMD,Windows,310.6663958
246,HP,Notebook,8,2.04,10.3017105,1,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,204.9275265
247,Asus,Gaming,16,3.6,11.9815952,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,458.4084285
248,HP,Notebook,4,1.49,10.49027372,0,1,165.6321181,Intel Core i5,500,0,Intel,Windows,246.7918559
249,Apple,Ultrabook,8,1.37,11.59626611,0,1,226.9830047,Intel Core i5,0,512,Intel,Mac,310.9667164
250,Dell,2 in 1 Convertible,8,2.08,10.68364511,1,1,141.2119981,Intel Core i7,1000,0,Intel,Windows,293.720956
251,Asus,Gaming,16,4.3,11.47054726,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,547.5434007
252,Asus,Notebook,4,1.68,10.12616379,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,168.7638454
253,Lenovo,2 in 1 Convertible,8,1.37,11.49796126,1,1,158.4825302,Intel Core i7,0,512,Intel,Windows,217.1210664
254,Acer,Notebook,4,3,10.52949443,0,1,127.3356746,Intel Core i3,0,256,Nvidia,Windows,382.0070237
255,Dell,Ultrabook,8,1.41,10.83096982,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,233.5412865
256,HP,Notebook,8,1.91,10.07565574,0,0,100.4546699,AMD Processor,0,128,AMD,Windows,191.8684194
257,HP,Notebook,16,2.9,10.94064137,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,369.2734563
258,MSI,Gaming,16,4.14,11.79920696,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,527.1696927
259,Lenovo,2 in 1 Convertible,8,2,11.41335615,1,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,282.4239962
260,Dell,Notebook,8,2.8,11.01609742,0,0,127.3356746,Intel Core i7,1000,128,AMD,Windows,356.5398888
261,Lenovo,Notebook,4,2.2,10.07138559,0,0,141.2119981,Intel Core i3,0,256,Intel,Others,310.6663958
262,HP,Notebook,4,2.1,10.55758617,0,1,141.2119981,Intel Core i5,500,0,Intel,Windows,296.545196
263,Dell,Notebook,4,2.18,10.46324504,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,307.8421558
264,Dell,Notebook,8,2.24,10.31238676,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,316.3148757
265,Dell,2 in 1 Convertible,8,2.67,10.65892197,1,0,141.2119981,Intel Core i5,0,256,Intel,Windows,377.0360349
266,Asus,2 in 1 Convertible,8,1.1,11.28811452,1,0,165.6321181,Intel Core i7,0,1024,Intel,Windows,182.1953299
267,Lenovo,Notebook,4,2.2,10.12189028,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others,310.6663958
268,HP,Notebook,8,2.5,10.90115622,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,318.3391864
269,Lenovo,Notebook,8,2.05,10.75548293,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,289.4845961
270,Apple,Ultrabook,8,1.37,11.5556994,0,1,226.9830047,Intel Core i5,0,512,Intel,Mac,310.9667164
271,Asus,Gaming,16,3.2,11.32092587,0,0,127.3356746,AMD Processor,1000,256,AMD,Windows,407.4741586
272,Dell,Notebook,8,2.14,10.57552676,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,302.1936759
273,Lenovo,2 in 1 Convertible,16,1.36,11.79920696,1,0,209.8006829,Intel Core i7,0,512,Intel,Windows,285.3289287
274,Toshiba,Notebook,8,2.2,10.67506137,0,0,100.4546699,Intel Core i7,500,0,Nvidia,Windows,221.0002737
275,Dell,Notebook,12,2.3,10.54514062,0,0,100.4546699,Intel Core i7,1000,0,Intel,Windows,231.0457407
276,Dell,Notebook,8,2.8,10.97771698,0,0,127.3356746,Intel Core i7,1000,128,AMD,Others,356.5398888
277,Acer,Notebook,8,2.2,10.58894524,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,310.6663958
278,Lenovo,Notebook,4,2.8,10.16792352,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows,297.116574
279,Lenovo,Notebook,8,2.8,10.71962021,0,0,127.3356746,Intel Core i7,2000,0,Nvidia,Others,356.5398888
280,Lenovo,Notebook,6,2.8,10.73132995,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,Windows,297.116574
281,Dell,Notebook,4,2.25,10.03468422,0,0,141.2119981,Intel Core i3,1000,0,AMD,Others,317.7269957
282,Lenovo,Gaming,8,2.5,10.69578118,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows,353.0299952
283,Lenovo,Notebook,6,2.2,10.3368635,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,310.6663958
284,Acer,Notebook,8,3,10.83307509,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,423.6359942
285,Acer,Notebook,12,2.15,10.46628456,1,1,141.2119981,Intel Core i7,1000,0,Intel,Windows,303.6057959
286,Lenovo,Notebook,8,1.95,10.97589549,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows,275.3633963
287,Asus,Ultrabook,8,1.7,10.86004768,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,240.0603967
288,Lenovo,Gaming,16,2.5,11.04798293,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,353.0299952
289,Lenovo,Notebook,8,2.2,10.46629974,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,310.6663958
290,Acer,Notebook,2,2.19,9.268865851,0,0,100.4546699,Other Intel Processor,0,16,Intel,Others,219.995727
291,Asus,Gaming,8,3,11.05474542,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,382.0070237
292,HP,Notebook,8,2.54,10.16792352,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows,269.5271778
293,Dell,Notebook,8,2,11.48708567,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,282.4239962
294,Lenovo,Notebook,8,2.05,10.58085895,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,289.4845961
295,Lenovo,Gaming,8,3.2,11.14491104,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,451.8783939
296,Acer,Notebook,8,2.5,10.86209267,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others,353.0299952
297,Dell,Workstation,16,3.42,11.94279268,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,435.488007
298,Lenovo,Notebook,6,2.4,10.18816712,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows,338.9087954
299,Asus,Ultrabook,16,1.63,11.26721724,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,230.1755569
300,Asus,Notebook,4,1.3,10.20800904,0,0,111.9352036,Intel Core i3,0,128,Intel,Windows,145.5157646
301,Asus,Gaming,16,2.9,11.63567535,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,369.2734563
302,Lenovo,Notebook,6,2.8,10.45099374,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows,297.116574
303,Lenovo,Notebook,8,2.2,10.28365947,0,0,100.4546699,Intel Core i5,2000,0,Nvidia,Others,221.0002737
304,Asus,Gaming,8,2.5,11.11838843,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,353.0299952
305,Lenovo,Notebook,4,2.2,9.86163728,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,221.0002737
306,HP,2 in 1 Convertible,16,1.28,11.5638847,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,212.0091111
307,Toshiba,Notebook,8,2.2,10.92541748,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,310.6663958
308,Lenovo,Notebook,8,2.3,10.68364511,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,324.7875956
309,HP,Notebook,4,1.86,10.12616379,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,262.6543164
310,Lenovo,Notebook,8,1.1,10.8823158,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,182.1953299
311,Dell,Ultrabook,16,1.21,11.79920696,1,1,331.2642361,Intel Core i7,0,1000,Intel,Windows,400.8297257
312,MSI,Gaming,16,2.8,11.62477735,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,395.3935946
313,Acer,Notebook,8,2.23,10.12616379,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,314.9027557
314,Asus,2 in 1 Convertible,2,1.1,9.592332124,1,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,148.6036323
315,Dell,Notebook,8,2.33,10.71371352,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows,329.0239555
316,HP,2 in 1 Convertible,16,1.29,11.77899608,1,1,331.2642361,Intel Core i7,0,1000,Intel,Windows,427.3308646
317,Lenovo,Notebook,4,1.45,10.1065701,0,0,117.8265301,Other Intel Processor,0,0,Intel,Others,170.8484686
318,HP,Notebook,8,1.95,10.8631136,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,306.8334987
319,Acer,Notebook,4,1.4,10.15970992,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,189.1318957
320,HP,Notebook,8,1.48,11.13950771,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,232.878758
321,Lenovo,Notebook,4,2.79,10.35398721,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows,296.0554434
322,Asus,Notebook,8,2,10.97315701,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,314.7010243
323,HP,Notebook,8,2.1,10.78017555,0,1,100.4546699,Intel Core i7,1000,0,Intel,Windows,210.9548067
324,Acer,Notebook,8,2.2,10.46628456,0,0,100.4546699,AMD Processor,0,256,AMD,Windows,221.0002737
325,Lenovo,Notebook,4,1.44,9.652314829,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,161.1866931
326,Acer,Notebook,6,2.23,10.28365947,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,224.0139138
327,Asus,Ultrabook,8,1.7,10.93201123,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,240.0603967
328,HP,Ultrabook,8,1.26,11.1722476,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows,222.0530427
329,Dell,Notebook,32,2.06,11.85371636,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,Windows,581.7934321
330,MSI,Gaming,8,2.7,11.06480418,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,343.8063213
331,Toshiba,Notebook,8,2,10.82462731,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows,282.4239962
332,Asus,Notebook,8,2,11.17149825,0,0,157.3505121,Intel Core i7,1000,256,Intel,Windows,314.7010243
333,Lenovo,Notebook,4,1.85,10.08258391,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,261.2421965
334,Asus,Gaming,8,2.5,10.8823158,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,353.0299952
335,HP,Notebook,8,1.48,11.12075716,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,232.878758
336,Dell,Ultrabook,8,1.9,10.93115363,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,268.3027964
337,HP,Notebook,8,1.84,11.0178472,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,259.8300765
338,Asus,Notebook,4,2,9.59229576,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,200.9093397
339,Dell,Notebook,8,2,11.01675394,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,282.4239962
340,Dell,Notebook,4,2.2,9.591968421,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,221.0002737
341,Lenovo,Notebook,12,2.2,10.77684406,0,0,141.2119981,AMD Processor,2000,0,AMD,Windows,310.6663958
342,HP,Notebook,8,2.1,10.54924119,0,1,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,296.545196
343,Lenovo,2 in 1 Convertible,16,1.4,11.62477735,1,1,316.9650604,Intel Core i7,0,512,Intel,Windows,443.7510846
344,Dell,Ultrabook,8,1.2,11.34010804,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,198.7585417
345,Lenovo,Gaming,16,2.4,11.00464859,0,1,141.2119981,Intel Core i7,2000,256,Nvidia,Windows,338.9087954
346,HP,Notebook,2,1.44,9.606772808,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,161.1866931
347,Dell,Ultrabook,16,1.88,11.3582826,0,0,141.2119981,Intel Core i7,0,768,Intel,Windows,265.4785564
348,Asus,2 in 1 Convertible,4,1.5,9.902487052,1,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,202.6413168
349,Dell,Ultrabook,8,1.9,10.47233602,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,268.3027964
350,Dell,Notebook,16,2.06,11.59008035,1,0,282.4239962,Intel Core i7,0,512,Nvidia,Windows,581.7934321
351,HP,Notebook,8,1.84,11.14875277,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,259.8300765
352,MSI,Gaming,8,2.7,11.22619654,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,343.8063213
353,HP,Workstation,8,2.6,11.43620667,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,367.151195
354,Toshiba,Notebook,16,2.4,11.22192911,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,338.9087954
355,Dell,Notebook,8,2.02,10.8537845,0,0,141.2119981,Intel Core i7,2000,128,AMD,Windows,285.2482361
356,Lenovo,Notebook,4,2.2,9.750081515,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,221.0002737
357,Dell,Gaming,8,2.65,10.8823158,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,374.2117949
358,Dell,Notebook,8,2.36,10.29879032,1,0,100.4546699,Intel Core i5,2000,0,Intel,Windows,237.0730209
359,Dell,Notebook,8,1.36,11.23889064,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,213.9966965
360,HP,Notebook,4,1.86,10.06006044,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,186.8456859
361,Asus,Notebook,8,2,10.82674595,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,314.7010243
362,Lenovo,Notebook,6,2.8,10.55342238,0,0,106.1130621,Intel Core i5,1000,128,Nvidia,Windows,297.116574
363,HP,Notebook,8,1.86,10.43546548,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,262.6543164
364,Lenovo,Notebook,8,2.2,10.18816712,0,0,100.4546699,Intel Core i3,0,256,Nvidia,Others,221.0002737
365,HP,Notebook,8,2.04,9.93914037,0,0,100.4546699,Other Intel Processor,2000,0,Intel,Windows,204.9275265
366,Dell,Notebook,8,2.8,10.96489629,0,0,127.3356746,Intel Core i5,1000,128,AMD,Windows,356.5398888
367,Lenovo,Gaming,8,2.4,10.67135994,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Others,338.9087954
368,Dell,Notebook,8,2.33,10.77684406,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,329.0239555
369,HP,Ultrabook,8,1.36,11.44293209,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,213.9966965
370,Asus,2 in 1 Convertible,12,2.26,10.97771698,1,0,141.2119981,Intel Core i7,2000,512,Nvidia,Windows,319.1391157
371,Acer,Notebook,4,2.1,10.03000037,0,0,100.4546699,AMD Processor,0,128,AMD,Windows,210.9548067
372,Asus,Gaming,16,3.25,11.67131902,0,1,127.3356746,AMD Processor,1000,256,AMD,Windows,413.8409424
373,Lenovo,Notebook,4,2.6,10.16792352,0,0,106.1130621,AMD Processor,0,128,AMD,Windows,275.8939616
374,Dell,2 in 1 Convertible,8,1.62,10.74291566,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,268.3240312
375,HP,Notebook,4,1.91,10.16790307,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,269.7149163
376,Lenovo,Netbook,4,1.59,10.29091903,0,1,135.0942112,Other Intel Processor,0,128,Intel,Windows,214.7997958
377,Dell,Notebook,4,1.8,9.708902303,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,180.8184058
378,Asus,Notebook,4,1.5,9.631552837,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,167.9028053
379,Acer,Notebook,8,2.4,10.71608039,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,338.9087954
380,HP,Gaming,8,3.35,11.0581096,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,426.5745098
381,Lenovo,Notebook,4,1.85,9.975737514,0,0,141.2119981,Intel Core i3,0,128,Intel,Others,261.2421965
382,Asus,Gaming,8,2.3,11.38711731,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,324.7875956
383,Lenovo,Notebook,8,1.5,10.97771698,0,1,157.3505121,Intel Core i5,0,256,Nvidia,Windows,236.0257682
384,Asus,Ultrabook,16,1.1,11.44230332,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows,182.1953299
385,Lenovo,Ultrabook,8,1.13,11.70836856,0,1,209.8006829,Intel Core i7,0,512,Intel,Windows,237.0747716
386,Lenovo,Notebook,4,1.5,10.28365947,0,1,165.6321181,Intel Core i3,0,128,Intel,Windows,248.4481771
387,Dell,Workstation,8,2.23,11.19739685,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows,314.9027557
388,Dell,Workstation,8,2,11.64178295,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,282.4239962
389,Lenovo,2 in 1 Convertible,16,1.42,11.80320057,1,0,209.8006829,Intel Core i7,0,512,Intel,Windows,297.9169697
390,Asus,Gaming,8,3,10.92157502,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,382.0070237
391,Asus,Gaming,16,3,11.34767905,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,382.0070237
392,Acer,Notebook,12,2.2,10.51801858,0,1,100.4546699,Intel Core i5,1000,0,Nvidia,Windows,221.0002737
393,MSI,Gaming,8,2.7,11.18267988,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,343.8063213
394,Dell,Notebook,8,2.33,10.63340518,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,329.0239555
395,HP,Ultrabook,4,1.91,10.18816712,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,269.7149163
396,Lenovo,Notebook,8,2.1,11.08997269,0,1,141.2119981,Intel Core i7,0,256,AMD,Windows,296.545196
397,Lenovo,Notebook,8,1.9,10.81931098,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,298.9659731
398,Dell,Workstation,8,1.78,11.88100268,1,0,282.4239962,Intel Core i7,0,256,Nvidia,Windows,502.7147132
399,Lenovo,Ultrabook,16,1.13,11.8483972,0,1,209.8006829,Intel Core i7,0,1000,Intel,Windows,237.0747716
400,Lenovo,Notebook,4,2.2,9.699146128,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,221.0002737
401,Asus,Gaming,16,2.9,11.30793023,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,369.2734563
402,Lenovo,Notebook,8,2.1,11.01828417,0,1,141.2119981,Intel Core i5,1000,256,AMD,Windows,296.545196
403,Acer,Notebook,8,2.5,10.75434592,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others,353.0299952
404,MSI,Gaming,16,2.8,11.69380198,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,356.5398888
405,Asus,Ultrabook,8,1.1,11.51085773,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,173.0855634
406,Toshiba,Ultrabook,16,1.2,11.44121634,0,0,165.6321181,Intel Core i7,0,512,Intel,Windows,198.7585417
407,Dell,Ultrabook,8,1.36,11.4021101,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,213.9966965
408,Lenovo,Notebook,4,2.2,9.989276182,0,0,141.2119981,Intel Core i3,500,0,Intel,Windows,310.6663958
409,Lenovo,Notebook,2,1.15,9.694067896,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,155.3583429
410,Lenovo,Workstation,8,2.67,11.53824227,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,377.0360349
411,Lenovo,Ultrabook,8,1.7,11.54754948,0,1,209.8006829,Intel Core i7,0,512,Nvidia,Windows,356.6611609
412,HP,Notebook,4,2.1,10.12616379,0,0,141.2119981,Intel Core i3,1000,0,AMD,Windows,296.545196
413,Acer,2 in 1 Convertible,8,1.6,10.64634002,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows,265.0113889
414,Asus,2 in 1 Convertible,8,1.27,10.80859276,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,210.3527899
415,Dell,Notebook,4,2.3,10.37065567,0,0,141.2119981,Intel Core i5,0,256,AMD,Others,324.7875956
416,Dell,Notebook,4,1.65,10.5108023,0,0,117.8265301,Intel Core i3,0,128,Intel,Windows,194.4137746
417,HP,Ultrabook,8,1.43,11.28878141,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,225.0112324
418,Dell,Notebook,8,2.14,10.26703757,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,214.9729935
419,Lenovo,Ultrabook,8,1.75,11.07837309,0,1,157.3505121,Intel Core i7,0,256,AMD,Windows,275.3633963
420,Lenovo,2 in 1 Convertible,16,2,11.52464374,1,1,282.4239962,Intel Core i7,0,512,Nvidia,Windows,564.8479923
421,Chuwi,Notebook,6,1.4,10.08258391,0,1,267.338436,Other Intel Processor,0,0,Intel,Windows,374.2738104
422,HP,Notebook,8,2.31,11.23889064,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,326.1997156
423,Asus,Notebook,8,2.3,10.36747814,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Others,324.7875956
424,Dell,Gaming,16,4.42,11.91257852,0,1,169.7808994,Intel Core i7,1000,256,Nvidia,Windows,750.4315755
425,Dell,Gaming,8,2.62,11.03087387,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,369.975435
426,Dell,Notebook,8,2.02,11.01644762,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows,285.2482361
427,Dell,Ultrabook,8,1.6,10.97771698,0,0,157.3505121,Intel Core i7,0,256,Intel,Others,251.7608194
428,HP,Gaming,12,3.35,11.57596336,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,426.5745098
429,Mediacom,2 in 1 Convertible,4,1.16,9.6760046,1,1,189.9057905,Other Intel Processor,0,32,Intel,Windows,220.290717
430,Samsung,Netbook,4,1.15,9.570272406,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others,155.3583429
431,Lenovo,Notebook,8,1.4,10.89326664,0,1,165.6321181,Intel Core i7,0,256,Intel,Windows,231.8849653
432,Lenovo,Notebook,4,1.7,10.37082262,0,1,157.3505121,Intel Core i3,0,128,Intel,Windows,267.4958707
433,Lenovo,Workstation,16,2.3,11.77736143,0,1,282.4239962,Intel Core i7,0,512,Nvidia,Windows,649.5751912
434,Lenovo,Notebook,16,2.5,11.77899608,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,353.0299952
435,Asus,Gaming,8,3.2,11.41099905,0,0,127.3356746,AMD Processor,1000,256,AMD,Windows,407.4741586
436,HP,Notebook,4,2.1,9.824885806,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,210.9548067
437,Google,Ultrabook,16,1.1,11.67131902,1,0,234.5074,Intel Core i7,0,512,Intel,Others,257.95814
438,Lenovo,Ultrabook,24,1.32,11.75125678,0,0,209.8006829,Intel Core i7,0,512,Intel,Windows,276.9369014
439,Asus,Notebook,4,2,10.3017105,0,0,141.2119981,Intel Core i5,0,256,Intel,Others,282.4239962
440,Lenovo,Notebook,8,2.8,10.22746491,0,0,106.1130621,AMD Processor,1000,0,AMD,Windows,297.116574
441,Dell,Notebook,4,2.2,10.59430001,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,310.6663958
442,Lenovo,Ultrabook,8,1.36,11.2402912,0,1,176.2325736,Intel Core i5,0,256,Intel,Windows,239.6763001
443,Lenovo,Notebook,4,2.2,9.830632948,0,0,141.2119981,Other Intel Processor,0,128,Intel,Windows,310.6663958
444,HP,Gaming,8,2.2,10.97771698,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,310.6663958
445,Dell,Notebook,8,1.64,11.04798293,0,0,157.3505121,Intel Core i5,0,256,Nvidia,Windows,258.0548399
446,Acer,Notebook,4,2.4,10.06641832,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,241.0912077
447,Dell,Workstation,8,2.23,11.57295735,0,0,141.2119981,Other Intel Processor,1000,0,Nvidia,Windows,314.9027557
448,MSI,Gaming,8,2.2,10.91067852,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,310.6663958
449,Microsoft,Ultrabook,16,1.25,11.83458801,1,0,200.8425599,Intel Core i7,0,512,Intel,Windows,251.0531999
450,HP,Notebook,8,1.91,10.35398721,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows,191.8684194
451,Dell,Workstation,16,2.17,11.5638847,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,306.4300358
452,HP,Workstation,8,2.31,11.31119501,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows,326.1997156
453,Lenovo,Notebook,8,1.65,11.17971032,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,259.628345
454,Dell,Notebook,8,2.36,10.86209267,0,0,141.2119981,Intel Core i7,1000,128,AMD,Windows,333.2603155
455,Dell,2 in 1 Convertible,4,1.47,10.14726162,1,0,135.0942112,Other Intel Processor,500,0,Intel,Windows,198.5884905
